FlightID,FlightNumber,Origin,Destination,AircraftID,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival
F00777,AI207,SUQ,XCV,A005,2025-02-02 09:00:00,2025-02-02 09:38:00,2025-02-02 12:00:00,2025-02-02 13:05:00
F00778,AI591,HCU,DIX,A004,2025-02-02 10:00:00,2025-02-02 10:48:00,2025-02-02 13:00:00,2025-02-02 13:12:00
F00779,AI398,MHH,VAZ,A003,2025-02-02 11:00:00,2025-02-02 11:47:00,2025-02-02 14:00:00,2025-02-02 14:35:00
F00780,AI223,JIQ,VAZ,A006,2025-02-02 12:00:00,2025-02-02 13:09:00,2025-02-02 15:00:00,2025-02-02 15:10:00
F00781,AI556,XCV,IGE,A000,2025-02-02 13:00:00,2025-02-02 13:15:00,2025-02-02 16:00:00,2025-02-02 17:06:00
F00782,AI257,IGE,VAZ,A000,2025-02-02 14:00:00,2025-02-02 14:55:00,2025-02-02 17:00:00,2025-02-02 18:20:00
F00783,AI452,DOC,MHH,A001,2025-02-02 15:00:00,2025-02-02 15:19:00,2025-02-02 18:00:00,2025-02-02 19:32:00
F00784,AI349,SUQ,DDB,A002,2025-02-02 16:00:00,2025-02-02 16:46:00,2025-02-02 19:00:00,2025-02-02 20:36:00
F00785,AI861,DIX,IGE,A009,2025-02-02 17:00:00,2025-02-02 18:04:00,2025-02-02 20:00:00,2025-02-02 21:12:00
F00786,AI291,NBX,CSV,A005,2025-02-02 18:00:00,2025-02-02 18:23:00,2025-02-02 21:00:00,2025-02-02 21:56:00
F00787,AI446,SUQ,CSV,A009,2025-02-02 19:00:00,2025-02-02 19:31:00,2025-02-02 22:00:00,2025-02-02 23:39:00
F00788,AI611,XFU,FOL,A002,2025-02-02 20:00:00,2025-02-02 21:09:00,2025-02-02 23:00:00,2025-02-03 00:27:00
F00789,AI334,SSB,CSV,A000,2025-02-02 21:00:00,2025-02-02 21:41:00,2025-02-03 00:00:00,2025-02-03 00:22:00
F00790,AI212,DDB,GBR,A000,2025-02-02 22:00:00,2025-02-02 22:27:00,2025-02-03 01:00:00,2025-02-03 02:12:00
F00791,AI797,WIO,HCU,A008,2025-02-02 23:00:00,2025-02-02 23:45:00,2025-02-03 02:00:00,2025-02-03 02:47:00
F00792,AI493,IGE,DOC,A002,2025-02-03 00:00:00,2025-02-03 00:55:00,2025-02-03 03:00:00,2025-02-03 04:33:00
F00793,AI498,CSV,SSB,A009,2025-02-03 01:00:00,2025-02-03 02:01:00,2025-02-03 04:00:00,2025-02-03 04:41:00
F00794,AI575,CSV,WIO,A002,2025-02-03 02:00:00,2025-02-03 03:08:00,2025-02-03 05:00:00,2025-02-03 05:38:00
F00795,AI625,SUQ,XCV,A001,2025-02-03 03:00:00,2025-02-03 03:18:00,2025-02-03 06:00:00,2025-02-03 07:09:00
F00796,AI572,HCU,JIQ,A002,2025-02-03 04:00:00,2025-02-03 04:35:00,2025-02-03 07:00:00,2025-02-03 08:33:00
F00797,AI679,NBX,DIX,A002,2025-02-03 05:00:00,2025-02-03 05:31:00,2025-02-03 08:00:00,2025-02-03 08:50:00
F00798,AI948,NBX,DOC,A008,2025-02-03 06:00:00,2025-02-03 06:55:00,2025-02-03 09:00:00,2025-02-03 10:39:00
F00799,AI732,HCU,DIX,A002,2025-02-03 07:00:00,2025-02-03 07:47:00,2025-02-03 10:00:00,2025-02-03 10:39:00
F00800,AI325,WIO,FUO,A006,2025-02-03 08:00:00,2025-02-03 08:32:00,2025-02-03 11:00:00,2025-02-03 11:38:00
F00801,AI791,GBR,GBR,A006,2025-02-03 09:00:00,2025-02-03 09:26:00,2025-02-03 12:00:00,2025-02-03 13:02:00
F00802,AI508,IGE,NBX,A000,2025-02-03 10:00:00,2025-02-03 10:35:00,2025-02-03 13:00:00,2025-02-03 13:52:00
F00803,AI614,NBX,NBX,A005,2025-02-03 11:00:00,2025-02-03 11:56:00,2025-02-03 14:00:00,2025-02-03 14:20:00
F00804,AI418,XFU,JIQ,A004,2025-02-03 12:00:00,2025-02-03 13:05:00,2025-02-03 15:00:00,2025-02-03 16:34:00
F00805,AI598,WIO,XCV,A005,2025-02-03 13:00:00,2025-02-03 13:47:00,2025-02-03 16:00:00,2025-02-03 16:27:00
F00806,AI338,DDB,NBX,A009,2025-02-03 14:00:00,2025-02-03 14:11:00,2025-02-03 17:00:00,2025-02-03 17:10:00
F00807,AI422,DOC,XCV,A000,2025-02-03 15:00:00,2025-02-03 15:15:00,2025-02-03 18:00:00,2025-02-03 18:49:00
F00808,AI630,NBX,DIX,A003,2025-02-03 16:00:00,2025-02-03 16:16:00,2025-02-03 19:00:00,2025-02-03 19:48:00
F00809,AI800,PVI,XFU,A009,2025-02-03 17:00:00,2025-02-03 17:22:00,2025-02-03 20:00:00,2025-02-03 21:15:00
F00810,AI101,CSV,XCV,A000,2025-02-03 18:00:00,2025-02-03 18:36:00,2025-02-03 21:00:00,2025-02-03 21:58:00
F00811,AI194,DDB,IGE,A005,2025-02-03 19:00:00,2025-02-03 19:20:00,2025-02-03 22:00:00,2025-02-03 23:36:00
F00812,AI583,SUQ,DOC,A005,2025-02-03 20:00:00,2025-02-03 21:09:00,2025-02-03 23:00:00,2025-02-03 23:55:00
F00813,AI424,MHH,SUQ,A005,2025-02-03 21:00:00,2025-02-03 22:04:00,2025-02-04 00:00:00,2025-02-04 00:59:00
F00814,AI503,ZWZ,SUQ,A001,2025-02-03 22:00:00,2025-02-03 22:24:00,2025-02-04 01:00:00,2025-02-04 01:32:00
F00815,AI332,FOL,XCV,A009,2025-02-03 23:00:00,2025-02-03 23:18:00,2025-02-04 02:00:00,2025-02-04 03:15:00
F00816,AI940,GBR,DDB,A005,2025-02-04 00:00:00,2025-02-04 00:17:00,2025-02-04 03:00:00,2025-02-04 04:35:00
F00817,AI541,NBX,IGE,A005,2025-02-04 01:00:00,2025-02-04 01:55:00,2025-02-04 04:00:00,2025-02-04 05:16:00
F00818,AI149,WIO,DIX,A001,2025-02-04 02:00:00,2025-02-04 02:15:00,2025-02-04 05:00:00,2025-02-04 05:42:00
F00819,AI689,DOC,CSV,A006,2025-02-04 03:00:00,2025-02-04 03:57:00,2025-02-04 06:00:00,2025-02-04 07:00:00
F00820,AI889,XFU,SSB,A003,2025-02-04 04:00:00,2025-02-04 05:09:00,2025-02-04 07:00:00,2025-02-04 08:20:00
F00821,AI141,WIO,FUO,A005,2025-02-04 05:00:00,2025-02-04 05:52:00,2025-02-04 08:00:00,2025-02-04 08:45:00
F00822,AI516,XFU,WIO,A009,2025-02-04 06:00:00,2025-02-04 06:13:00,2025-02-04 09:00:00,2025-02-04 09:33:00
F00823,AI195,HCU,VAZ,A004,2025-02-04 07:00:00,2025-02-04 07:20:00,2025-02-04 10:00:00,2025-02-04 11:32:00
F00824,AI369,MHH,CSV,A002,2025-02-04 08:00:00,2025-02-04 09:00:00,2025-02-04 11:00:00,2025-02-04 12:39:00
F00825,AI305,NBX,DIX,A003,2025-02-04 09:00:00,2025-02-04 10:07:00,2025-02-04 12:00:00,2025-02-04 13:29:00
F00826,AI842,DDB,WIO,A008,2025-02-04 10:00:00,2025-02-04 10:37:00,2025-02-04 13:00:00,2025-02-04 13:37:00
F00827,AI434,SUQ,CSV,A002,2025-02-04 11:00:00,2025-02-04 11:35:00,2025-02-04 14:00:00,2025-02-04 15:35:00
F00828,AI282,MHH,CSV,A009,2025-02-04 12:00:00,2025-02-04 12:13:00,2025-02-04 15:00:00,2025-02-04 15:11:00
F00829,AI215,PVI,DOC,A002,2025-02-04 13:00:00,2025-02-04 13:24:00,2025-02-04 16:00:00,2025-02-04 16:19:00
F00830,AI285,NBX,DDB,A008,2025-02-04 14:00:00,2025-02-04 14:28:00,2025-02-04 17:00:00,2025-02-04 18:31:00
F00831,AI916,NBX,SSB,A001,2025-02-04 15:00:00,2025-02-04 15:15:00,2025-02-04 18:00:00,2025-02-04 18:21:00
F00832,AI815,GBR,ZWZ,A005,2025-02-04 16:00:00,2025-02-04 17:08:00,2025-02-04 19:00:00,2025-02-04 20:14:00
F00833,AI472,FOL,FUO,A009,2025-02-04 17:00:00,2025-02-04 17:14:00,2025-02-04 20:00:00,2025-02-04 21:17:00
F00834,AI128,JIQ,DOC,A009,2025-02-04 18:00:00,2025-02-04 18:27:00,2025-02-04 21:00:00,2025-02-04 22:11:00
F00835,AI339,SSB,VAZ,A008,2025-02-04 19:00:00,2025-02-04 19:15:00,2025-02-04 22:00:00,2025-02-04 23:04:00
F00836,AI144,VAZ,SSB,A009,2025-02-04 20:00:00,2025-02-04 20:40:00,2025-02-04 23:00:00,2025-02-04 23:46:00
F00837,AI108,HCU,PVI,A001,2025-02-04 21:00:00,2025-02-04 21:34:00,2025-02-05 00:00:00,2025-02-05 01:34:00
F00838,AI491,CSV,IGE,A009,2025-02-04 22:00:00,2025-02-04 22:13:00,2025-02-05 01:00:00,2025-02-05 01:29:00
F00839,AI647,FUO,FUO,A002,2025-02-04 23:00:00,2025-02-04 23:15:00,2025-02-05 02:00:00,2025-02-05 03:19:00
F00840,AI104,VAZ,JIQ,A005,2025-02-05 00:00:00,2025-02-05 00:50:00,2025-02-05 03:00:00,2025-02-05 04:34:00
F00841,AI232,FUO,NBX,A004,2025-02-05 01:00:00,2025-02-05 01:46:00,2025-02-05 04:00:00,2025-02-05 05:12:00
F00842,AI219,HCU,ZWZ,A007,2025-02-05 02:00:00,2025-02-05 03:08:00,2025-02-05 05:00:00,2025-02-05 06:18:00
F00843,AI941,WIO,CSV,A004,2025-02-05 03:00:00,2025-02-05 03:59:00,2025-02-05 06:00:00,2025-02-05 06:51:00
F00844,AI719,DDB,GBR,A007,2025-02-05 04:00:00,2025-02-05 05:05:00,2025-02-05 07:00:00,2025-02-05 08:30:00
F00845,AI720,XCV,HCU,A002,2025-02-05 05:00:00,2025-02-05 05:34:00,2025-02-05 08:00:00,2025-02-05 08:26:00
F00846,AI304,ZWZ,HCU,A006,2025-02-05 06:00:00,2025-02-05 06:43:00,2025-02-05 09:00:00,2025-02-05 10:07:00
F00847,AI183,GBR,DOC,A006,2025-02-05 07:00:00,2025-02-05 07:28:00,2025-02-05 10:00:00,2025-02-05 10:15:00
F00848,AI858,WIO,NBX,A005,2025-02-05 08:00:00,2025-02-05 08:43:00,2025-02-05 11:00:00,2025-02-05 11:32:00
F00849,AI577,ZWZ,FUO,A001,2025-02-05 09:00:00,2025-02-05 09:24:00,2025-02-05 12:00:00,2025-02-05 12:13:00
F00850,AI302,FOL,PVI,A005,2025-02-05 10:00:00,2025-02-05 10:59:00,2025-02-05 13:00:00,2025-02-05 13:18:00
F00851,AI968,SUQ,XCV,A002,2025-02-05 11:00:00,2025-02-05 11:17:00,2025-02-05 14:00:00,2025-02-05 15:12:00
F00852,AI101,IGE,ZWZ,A004,2025-02-05 12:00:00,2025-02-05 13:03:00,2025-02-05 15:00:00,2025-02-05 15:51:00
F00853,AI632,DDB,HCU,A002,2025-02-05 13:00:00,2025-02-05 13:53:00,2025-02-05 16:00:00,2025-02-05 17:24:00
F00854,AI736,IGE,XCV,A005,2025-02-05 14:00:00,2025-02-05 14:56:00,2025-02-05 17:00:00,2025-02-05 17:21:00
F00855,AI966,FOL,VAZ,A007,2025-02-05 15:00:00,2025-02-05 15:58:00,2025-02-05 18:00:00,2025-02-05 18:44:00
F00856,AI525,DIX,NBX,A001,2025-02-05 16:00:00,2025-02-05 17:02:00,2025-02-05 19:00:00,2025-02-05 19:59:00
F00857,AI168,DOC,DDB,A005,2025-02-05 17:00:00,2025-02-05 17:43:00,2025-02-05 20:00:00,2025-02-05 21:21:00
F00858,AI649,CSV,HCU,A005,2025-02-05 18:00:00,2025-02-05 18:27:00,2025-02-05 21:00:00,2025-02-05 21:49:00
F00859,AI281,DIX,XFU,A004,2025-02-05 19:00:00,2025-02-05 19:39:00,2025-02-05 22:00:00,2025-02-05 23:08:00
F00860,AI339,XCV,FOL,A005,2025-02-05 20:00:00,2025-02-05 20:22:00,2025-02-05 23:00:00,2025-02-05 23:15:00
F00861,AI332,SUQ,VAZ,A002,2025-02-05 21:00:00,2025-02-05 22:04:00,2025-02-06 00:00:00,2025-02-06 01:23:00
F00862,AI525,XCV,GBR,A006,2025-02-05 22:00:00,2025-02-05 22:56:00,2025-02-06 01:00:00,2025-02-06 02:38:00
F00863,AI491,SSB,VAZ,A003,2025-02-05 23:00:00,2025-02-06 00:04:00,2025-02-06 02:00:00,2025-02-06 02:22:00
F00864,AI586,NBX,SUQ,A003,2025-02-06 00:00:00,2025-02-06 00:42:00,2025-02-06 03:00:00,2025-02-06 04:09:00
F00865,AI926,FUO,GBR,A002,2025-02-06 01:00:00,2025-02-06 01:44:00,2025-02-06 04:00:00,2025-02-06 05:28:00
F00866,AI100,NBX,SSB,A009,2025-02-06 02:00:00,2025-02-06 03:01:00,2025-02-06 05:00:00,2025-02-06 05:25:00
F00867,AI546,PVI,WIO,A007,2025-02-06 03:00:00,2025-02-06 03:33:00,2025-02-06 06:00:00,2025-02-06 06:14:00
F00868,AI315,WIO,IGE,A009,2025-02-06 04:00:00,2025-02-06 04:35:00,2025-02-06 07:00:00,2025-02-06 07:32:00
F00869,AI490,FOL,MHH,A006,2025-02-06 05:00:00,2025-02-06 05:56:00,2025-02-06 08:00:00,2025-02-06 09:02:00
F00870,AI883,DDB,XFU,A009,2025-02-06 06:00:00,2025-02-06 07:00:00,2025-02-06 09:00:00,2025-02-06 10:16:00
F00871,AI142,CSV,XFU,A003,2025-02-06 07:00:00,2025-02-06 07:53:00,2025-02-06 10:00:00,2025-02-06 11:21:00
F00872,AI730,DOC,CSV,A000,2025-02-06 08:00:00,2025-02-06 09:02:00,2025-02-06 11:00:00,2025-02-06 12:22:00
F00873,AI375,WIO,WIO,A005,2025-02-06 09:00:00,2025-02-06 09:51:00,2025-02-06 12:00:00,2025-02-06 12:15:00
F00874,AI129,FUO,DDB,A002,2025-02-06 10:00:00,2025-02-06 10:56:00,2025-02-06 13:00:00,2025-02-06 13:49:00
F00875,AI696,VAZ,SSB,A000,2025-02-06 11:00:00,2025-02-06 11:10:00,2025-02-06 14:00:00,2025-02-06 15:29:00
F00876,AI455,DIX,FOL,A007,2025-02-06 12:00:00,2025-02-06 12:22:00,2025-02-06 15:00:00,2025-02-06 16:29:00
F00877,AI820,SSB,XCV,A006,2025-02-06 13:00:00,2025-02-06 14:04:00,2025-02-06 16:00:00,2025-02-06 16:51:00
F00878,AI476,JIQ,IGE,A009,2025-02-06 14:00:00,2025-02-06 14:19:00,2025-02-06 17:00:00,2025-02-06 18:39:00
F00879,AI946,ZWZ,FUO,A001,2025-02-06 15:00:00,2025-02-06 15:28:00,2025-02-06 18:00:00,2025-02-06 18:32:00
F00880,AI445,DIX,CSV,A000,2025-02-06 16:00:00,2025-02-06 16:14:00,2025-02-06 19:00:00,2025-02-06 20:39:00
F00881,AI793,DIX,XCV,A006,2025-02-06 17:00:00,2025-02-06 17:17:00,2025-02-06 20:00:00,2025-02-06 21:39:00
F00882,AI564,FOL,JIQ,A004,2025-02-06 18:00:00,2025-02-06 18:13:00,2025-02-06 21:00:00,2025-02-06 21:29:00
F00883,AI756,NBX,FUO,A009,2025-02-06 19:00:00,2025-02-06 19:58:00,2025-02-06 22:00:00,2025-02-06 23:12:00
F00884,AI237,FOL,SSB,A003,2025-02-06 20:00:00,2025-02-06 20:22:00,2025-02-06 23:00:00,2025-02-06 23:39:00
F00885,AI710,SUQ,SSB,A006,2025-02-06 21:00:00,2025-02-06 21:47:00,2025-02-07 00:00:00,2025-02-07 00:19:00
F00886,AI629,NBX,FOL,A000,2025-02-06 22:00:00,2025-02-06 23:02:00,2025-02-07 01:00:00,2025-02-07 01:21:00
F00887,AI194,JIQ,XFU,A009,2025-02-06 23:00:00,2025-02-06 23:55:00,2025-02-07 02:00:00,2025-02-07 02:36:00
F00888,AI357,IGE,SUQ,A003,2025-02-07 00:00:00,2025-02-07 00:58:00,2025-02-07 03:00:00,2025-02-07 04:32:00
F00889,AI205,XFU,FOL,A006,2025-02-07 01:00:00,2025-02-07 01:55:00,2025-02-07 04:00:00,2025-02-07 05:22:00
F00890,AI831,FUO,DIX,A009,2025-02-07 02:00:00,2025-02-07 02:28:00,2025-02-07 05:00:00,2025-02-07 05:11:00
F00891,AI205,SSB,PVI,A007,2025-02-07 03:00:00,2025-02-07 04:01:00,2025-02-07 06:00:00,2025-02-07 06:56:00
F00892,AI379,SUQ,VAZ,A007,2025-02-07 04:00:00,2025-02-07 04:59:00,2025-02-07 07:00:00,2025-02-07 08:05:00
F00893,AI124,PVI,XFU,A009,2025-02-07 05:00:00,2025-02-07 05:17:00,2025-02-07 08:00:00,2025-02-07 08:20:00
F00894,AI808,DDB,VAZ,A006,2025-02-07 06:00:00,2025-02-07 06:36:00,2025-02-07 09:00:00,2025-02-07 10:24:00
F00895,AI245,FUO,HCU,A006,2025-02-07 07:00:00,2025-02-07 07:59:00,2025-02-07 10:00:00,2025-02-07 10:34:00
F00896,AI735,DDB,VAZ,A006,2025-02-07 08:00:00,2025-02-07 08:56:00,2025-02-07 11:00:00,2025-02-07 11:53:00
F00897,AI890,DIX,GBR,A000,2025-02-07 09:00:00,2025-02-07 09:39:00,2025-02-07 12:00:00,2025-02-07 12:23:00
F00898,AI774,DOC,NBX,A004,2025-02-07 10:00:00,2025-02-07 10:13:00,2025-02-07 13:00:00,2025-02-07 14:28:00
F00899,AI239,XCV,SSB,A002,2025-02-07 11:00:00,2025-02-07 11:20:00,2025-02-07 14:00:00,2025-02-07 15:05:00
F00900,AI488,FOL,MHH,A002,2025-02-07 12:00:00,2025-02-07 12:30:00,2025-02-07 15:00:00,2025-02-07 15:15:00
F00901,AI312,DIX,GBR,A005,2025-02-07 13:00:00,2025-02-07 13:52:00,2025-02-07 16:00:00,2025-02-07 16:33:00
F00902,AI686,XCV,NBX,A001,2025-02-07 14:00:00,2025-02-07 14:11:00,2025-02-07 17:00:00,2025-02-07 17:52:00
F00903,AI775,SSB,MHH,A008,2025-02-07 15:00:00,2025-02-07 16:05:00,2025-02-07 18:00:00,2025-02-07 18:59:00
F00904,AI427,FUO,DOC,A009,2025-02-07 16:00:00,2025-02-07 16:30:00,2025-02-07 19:00:00,2025-02-07 20:25:00
F00905,AI306,CSV,FOL,A007,2025-02-07 17:00:00,2025-02-07 17:26:00,2025-02-07 20:00:00,2025-02-07 21:06:00
F00906,AI531,JIQ,MHH,A002,2025-02-07 18:00:00,2025-02-07 18:52:00,2025-02-07 21:00:00,2025-02-07 21:53:00
F00907,AI620,DDB,NBX,A009,2025-02-07 19:00:00,2025-02-07 20:00:00,2025-02-07 22:00:00,2025-02-07 22:34:00
F00908,AI612,HCU,XCV,A006,2025-02-07 20:00:00,2025-02-07 20:38:00,2025-02-07 23:00:00,2025-02-08 00:31:00
F00909,AI223,HCU,JIQ,A003,2025-02-07 21:00:00,2025-02-07 21:36:00,2025-02-08 00:00:00,2025-02-08 00:31:00
F00910,AI673,XCV,VAZ,A002,2025-02-07 22:00:00,2025-02-07 22:33:00,2025-02-08 01:00:00,2025-02-08 01:28:00
F00911,AI208,XFU,IGE,A004,2025-02-07 23:00:00,2025-02-08 00:02:00,2025-02-08 02:00:00,2025-02-08 03:13:00
F00912,AI809,DIX,DDB,A000,2025-02-08 00:00:00,2025-02-08 00:58:00,2025-02-08 03:00:00,2025-02-08 04:39:00
F00913,AI586,PVI,DOC,A007,2025-02-08 01:00:00,2025-02-08 01:12:00,2025-02-08 04:00:00,2025-02-08 04:39:00
F00914,AI227,DOC,JIQ,A005,2025-02-08 02:00:00,2025-02-08 02:48:00,2025-02-08 05:00:00,2025-02-08 05:47:00
F00915,AI621,FOL,HCU,A007,2025-02-08 03:00:00,2025-02-08 03:19:00,2025-02-08 06:00:00,2025-02-08 06:59:00
F00916,AI558,DDB,CSV,A005,2025-02-08 04:00:00,2025-02-08 04:12:00,2025-02-08 07:00:00,2025-02-08 07:50:00
F00917,AI581,SSB,ZWZ,A008,2025-02-08 05:00:00,2025-02-08 06:02:00,2025-02-08 08:00:00,2025-02-08 08:21:00
F00918,AI282,DDB,DIX,A003,2025-02-08 06:00:00,2025-02-08 06:54:00,2025-02-08 09:00:00,2025-02-08 10:06:00
F00919,AI565,DDB,SSB,A004,2025-02-08 07:00:00,2025-02-08 07:51:00,2025-02-08 10:00:00,2025-02-08 11:13:00
F00920,AI660,GBR,XFU,A009,2025-02-08 08:00:00,2025-02-08 08:35:00,2025-02-08 11:00:00,2025-02-08 11:24:00
F00921,AI447,DOC,ZWZ,A000,2025-02-08 09:00:00,2025-02-08 10:03:00,2025-02-08 12:00:00,2025-02-08 12:42:00
F00922,AI231,DDB,PVI,A007,2025-02-08 10:00:00,2025-02-08 10:46:00,2025-02-08 13:00:00,2025-02-08 14:15:00
F00923,AI526,XCV,DDB,A002,2025-02-08 11:00:00,2025-02-08 11:36:00,2025-02-08 14:00:00,2025-02-08 15:15:00
F00924,AI360,SSB,DIX,A004,2025-02-08 12:00:00,2025-02-08 12:14:00,2025-02-08 15:00:00,2025-02-08 15:46:00
F00925,AI486,NBX,JIQ,A003,2025-02-08 13:00:00,2025-02-08 13:51:00,2025-02-08 16:00:00,2025-02-08 16:35:00
F00926,AI180,XFU,XFU,A005,2025-02-08 14:00:00,2025-02-08 14:20:00,2025-02-08 17:00:00,2025-02-08 18:26:00
F00927,AI678,DDB,HCU,A000,2025-02-08 15:00:00,2025-02-08 15:22:00,2025-02-08 18:00:00,2025-02-08 19:22:00
F00928,AI617,FOL,SUQ,A004,2025-02-08 16:00:00,2025-02-08 16:50:00,2025-02-08 19:00:00,2025-02-08 20:00:00
F00929,AI443,SUQ,MHH,A009,2025-02-08 17:00:00,2025-02-08 17:43:00,2025-02-08 20:00:00,2025-02-08 20:22:00
F00930,AI939,SSB,FUO,A006,2025-02-08 18:00:00,2025-02-08 18:47:00,2025-02-08 21:00:00,2025-02-08 21:34:00
F00931,AI941,XFU,MHH,A003,2025-02-08 19:00:00,2025-02-08 19:49:00,2025-02-08 22:00:00,2025-02-08 22:29:00
F00932,AI983,PVI,PVI,A000,2025-02-08 20:00:00,2025-02-08 20:42:00,2025-02-08 23:00:00,2025-02-09 00:17:00
F00933,AI339,XFU,NBX,A003,2025-02-08 21:00:00,2025-02-08 22:08:00,2025-02-09 00:00:00,2025-02-09 00:20:00
F00934,AI564,DIX,DDB,A009,2025-02-08 22:00:00,2025-02-08 22:43:00,2025-02-09 01:00:00,2025-02-09 01:17:00
F00935,AI354,WIO,DOC,A006,2025-02-08 23:00:00,2025-02-08 23:36:00,2025-02-09 02:00:00,2025-02-09 03:02:00
F00936,AI459,GBR,SUQ,A002,2025-02-09 00:00:00,2025-02-09 00:45:00,2025-02-09 03:00:00,2025-02-09 03:24:00
F00937,AI592,XFU,NBX,A004,2025-02-09 01:00:00,2025-02-09 01:35:00,2025-02-09 04:00:00,2025-02-09 05:22:00
F00938,AI893,MHH,VAZ,A009,2025-02-09 02:00:00,2025-02-09 03:00:00,2025-02-09 05:00:00,2025-02-09 05:56:00
F00939,AI520,ZWZ,WIO,A008,2025-02-09 03:00:00,2025-02-09 03:34:00,2025-02-09 06:00:00,2025-02-09 06:45:00
F00940,AI124,ZWZ,IGE,A003,2025-02-09 04:00:00,2025-02-09 04:28:00,2025-02-09 07:00:00,2025-02-09 08:31:00
F00941,AI557,DDB,FUO,A002,2025-02-09 05:00:00,2025-02-09 05:30:00,2025-02-09 08:00:00,2025-02-09 08:33:00
F00942,AI840,JIQ,VAZ,A006,2025-02-09 06:00:00,2025-02-09 06:40:00,2025-02-09 09:00:00,2025-02-09 10:11:00
F00943,AI106,DDB,SSB,A009,2025-02-09 07:00:00,2025-02-09 07:38:00,2025-02-09 10:00:00,2025-02-09 11:03:00
F00944,AI665,FUO,PVI,A007,2025-02-09 08:00:00,2025-02-09 08:18:00,2025-02-09 11:00:00,2025-02-09 11:22:00
F00945,AI514,DDB,GBR,A005,2025-02-09 09:00:00,2025-02-09 09:28:00,2025-02-09 12:00:00,2025-02-09 12:55:00
F00946,AI882,SSB,VAZ,A007,2025-02-09 10:00:00,2025-02-09 10:35:00,2025-02-09 13:00:00,2025-02-09 13:17:00
F00947,AI893,DDB,WIO,A009,2025-02-09 11:00:00,2025-02-09 11:34:00,2025-02-09 14:00:00,2025-02-09 14:57:00
F00948,AI556,MHH,SSB,A002,2025-02-09 12:00:00,2025-02-09 12:49:00,2025-02-09 15:00:00,2025-02-09 15:49:00
F00949,AI329,NBX,IGE,A000,2025-02-09 13:00:00,2025-02-09 13:52:00,2025-02-09 16:00:00,2025-02-09 16:29:00
F00950,AI539,HCU,FUO,A009,2025-02-09 14:00:00,2025-02-09 15:09:00,2025-02-09 17:00:00,2025-02-09 18:00:00
F00951,AI346,FUO,FOL,A006,2025-02-09 15:00:00,2025-02-09 15:38:00,2025-02-09 18:00:00,2025-02-09 19:15:00
F00952,AI359,GBR,VAZ,A006,2025-02-09 16:00:00,2025-02-09 16:34:00,2025-02-09 19:00:00,2025-02-09 19:53:00
F00953,AI588,DOC,DIX,A005,2025-02-09 17:00:00,2025-02-09 17:28:00,2025-02-09 20:00:00,2025-02-09 21:32:00
F00954,AI586,XFU,VAZ,A004,2025-02-09 18:00:00,2025-02-09 18:13:00,2025-02-09 21:00:00,2025-02-09 22:28:00
F00955,AI244,WIO,DIX,A002,2025-02-09 19:00:00,2025-02-09 19:54:00,2025-02-09 22:00:00,2025-02-09 23:39:00
F00956,AI333,IGE,WIO,A004,2025-02-09 20:00:00,2025-02-09 20:29:00,2025-02-09 23:00:00,2025-02-10 00:06:00
F00957,AI551,DIX,MHH,A007,2025-02-09 21:00:00,2025-02-09 21:55:00,2025-02-10 00:00:00,2025-02-10 01:22:00
F00958,AI390,VAZ,DDB,A004,2025-02-09 22:00:00,2025-02-09 23:04:00,2025-02-10 01:00:00,2025-02-10 02:00:00
F00959,AI468,IGE,FUO,A006,2025-02-09 23:00:00,2025-02-09 23:10:00,2025-02-10 02:00:00,2025-02-10 02:44:00
F00960,AI768,DOC,IGE,A009,2025-02-10 00:00:00,2025-02-10 00:20:00,2025-02-10 03:00:00,2025-02-10 03:21:00
F00961,AI597,XFU,DIX,A003,2025-02-10 01:00:00,2025-02-10 01:13:00,2025-02-10 04:00:00,2025-02-10 04:21:00
F00962,AI713,XCV,PVI,A007,2025-02-10 02:00:00,2025-02-10 02:16:00,2025-02-10 05:00:00,2025-02-10 05:46:00
F00963,AI252,GBR,NBX,A003,2025-02-10 03:00:00,2025-02-10 03:37:00,2025-02-10 06:00:00,2025-02-10 06:59:00
F00964,AI951,ZWZ,CSV,A002,2025-02-10 04:00:00,2025-02-10 04:45:00,2025-02-10 07:00:00,2025-02-10 08:26:00
F00965,AI634,XFU,GBR,A007,2025-02-10 05:00:00,2025-02-10 06:07:00,2025-02-10 08:00:00,2025-02-10 09:31:00
F00966,AI800,XFU,DDB,A007,2025-02-10 06:00:00,2025-02-10 06:16:00,2025-02-10 09:00:00,2025-02-10 10:24:00
F00967,AI189,DOC,CSV,A000,2025-02-10 07:00:00,2025-02-10 07:29:00,2025-02-10 10:00:00,2025-02-10 10:58:00
F00968,AI292,HCU,XFU,A006,2025-02-10 08:00:00,2025-02-10 08:44:00,2025-02-10 11:00:00,2025-02-10 12:24:00
F00969,AI407,NBX,DDB,A003,2025-02-10 09:00:00,2025-02-10 10:00:00,2025-02-10 12:00:00,2025-02-10 12:21:00
F00970,AI630,PVI,DOC,A008,2025-02-10 10:00:00,2025-02-10 11:00:00,2025-02-10 13:00:00,2025-02-10 13:44:00
F00971,AI746,HCU,WIO,A004,2025-02-10 11:00:00,2025-02-10 11:48:00,2025-02-10 14:00:00,2025-02-10 15:24:00
